dataset name,url
Star Trek - Original Series,/cowtowncor/star-trek-season-1
post-operative,/harshchandan/postoperative
logistic_regression_data,/hjw99868/logistic-regression-data
US Clothing Retail Sales Dataset,/anuraggupta29/us-clothing-retail-sales-dataset
Airline passengers,/hugoherrera11/airline-passengers
Coronavirus (COVID-19) Bangladesh Dataset,/rashidulhasanhridoy/coronavirus-covid19-bangladesh-dataset
mycarDataSet,/hitesh19/mycardataset
id3.csv,/krishnagiri/id3csv
mydataset,/hitesh19/mydataset
testingdata1,/hitesh19/testingdata1
state abbreviations,/doyouevendata/state-abbreviations
Clothing and Clothing Accessory Stores,/ahmedjaved701/clothing-and-clothing-accessory-stores
Percent Voting for Democratic Party by State,/paultimothymooney/percent-voting-for-democratic-party-by-state
US_President_Height_Dataset,/onkardhavan/us-president-height-dataset
Grocery stores in Karachi,/walikhan226/grocery-stores-in-karachi
Advertising Data,/kunalprompt/advertising-data
Shampoo Sales,/anuvratshukla/shampoo-sales
company_Sales,/suhasvs/company-sales
Very Short NIFTY50 data,/drpartharoy/very-short-nifty50-data
Logistic_regression_practice,/chadansharma/logistic-regression-practice
heart rate of undergraduate students,/enriquebl/heart-rate-of-undergraduate-students
Cost and Demand,/parvezrh/cost-and-demand
BankAccountTransactionData,/naveenchalageri/bankaccounttransactiondata
Heart Disease Relative Risk,/rishidamarla/heart-disease-relative-risk
NYC Health and Hospitals Corp Patient Satisfaction,/new-york-city/nyc-health-and-hospitals-corp-patient-satisfaction
automobile_data,/devanshsood/automobile-data
Banking Data,/estefanytorres/banking-data
car prices,/avimehta14/car-prices
Games providing more followers on Twitch,/joaquinespinosa/games-that-provide-more-followers-on-twitch
admission_predict,/rishal005/admission-predict
Maggi-Survey,/aayushijain25/maggisurvey
Anomaly detection dataset for beginners,/arunkumar1809/anomaly-detection-dataset-for-beginners
Bundesliga Dataset,/jcy1996/bundesliga-dataset
UCI Wine data,/satyamsundaram/uci-wine-data
Lecture 3 (data),/zfturbo/lecture-3-data
Automobile dataset ,/ayyucek/automobile-dataset
India Covid-19 Deaths and Confirmed Cases,/muhammadimran112233/india-covid19-deaths-and-confirmed-cases
Fortnite: Battle Royale - Weapon Attributes,/jruots/fortnite-battle-royale-weapon-attributes
Tom Clancy's R6 Operators and Weapons,/lorenzodenisi/tom-clancys-r6-operators-and-weapons
Origins Products,/melissampowers/origins-cosmetics-products
Age versus Salary,/rishidamarla/age-versus-salary
Nic Cage Movies,/eharlett/nic-cage-movies
Dataset Bank Account Statement for AI Chatbot,/omnamahshivai/dataset-bank-account-statement-for-ai-chatbot
flowerhistory,/ipythonx/flowerhistory
shopping_data.csv,/ronydavidmathew/shopping-datacsv
Persona1,/enriquebl/persona1
datacovidagustus,/cintaarsyikirana/datacovidagustus
Hp Dataset,/klmsathishkumar/hp-dataset
Student Score Data,/dranshikasharma/student-score-dta
Social Network Ads,/jacekbruzdzinski/social-network-ads
nationality-listcsv,/harrabiraouf/nationalitylistcsv
IRIS Data,/rajeevsharma993/iris-data
field_46_group.csv,/royvu12/field-46-groupcsv
submission_brain_tumor,/deepaa28/submission-brain-tumor
Obesitas Classification,/cahpetakilan/obesitas
Express Entry Data For Canada,/sidddhero97/express-entry-data-for-canada
Taxa de homicídios no Brasil no ano de 2017,/diegomariano/taxa-de-homicdios-no-brasil-no-ano-de-2017
NS201 S&P Assignment Data,/rajjain/ns201-sp-assignment-data
whoscored,/abhish92sme/whoscoredcom
Data diagnosa pasien,/rajendrandp/data-diagnosa-pasien
Logistics,/mohammadhannan4321/logistics
Crimes in USA from 1960 to 2014,/ibrahimbahbah/crimes-in-usa-from-1960-to-2014
drinks-habit,/mammadabbasli/drinkshabit
Denmark-coronavirus,/latong/denmark
2020 Economic Data for Top 50 Nations (by GDP),/mauricedw22/economic-data-for-top-50-world-economies-by-gdp
shopping-data,/fteodoro/shoppingdata
covid toy dataset,/aibuzz/covid-toy-dataset
Students scores,/alharbiomar/students-scores
"Benford's law in ""Campeonato Paulista"" Football",/maxreis/benford-law-in-football
item with selling price,/spiritrtu/item-with-selling-price
World_Heritage_Sites_by_country,/mathurinache/world-heritage-sites-by-country
salaries,/deepinmind/salaries
Predict Male Female,/studymart/predict-male-female
Miller-Charles,/mantunes/millercharles
car dekho data for sell ,/vishalkumbhar1997/car-dekho-data-for-sell
UPI Usage Statistics [Aug-16 to Feb-20],/lazycipher/upi-usage-statistics-aug16-to-feb20
Priority Queue Wait Time,/pratikgehlotgm/priority-queue-wait-time
My First prediction,/reshmapatel/my-first-prediction
The 125 most topographically prominent summits,/justynapxw/the-125-most-topographically-prominent-summits
air_quality,/fneitzel/air-quality
Automobile dataset for data cleaning,/cdbezz/automobile-dataset-for-data-cleaning
Truck stopping time - simulated data,/avipython/truck-stopping-time-simulated-data
salary_data,/kapilsharmma/salary-data
CVDs_Preprocessed,/hayricimen/cvds-preprocessed
Tokyo Olympic Dataset,/rishabhchaturvedi1/tokyo-olympic-dataset
linearregressiondata,/isabellatobias/linearregressiondata
corona bangladesh database (wide),/mhrahat/corona-bangladesh-database-wide
List_of_countries_by_mobile_banking_usage,/mathurinache/list-of-countries-by-mobile-banking-usage
soilph,/sudamwageeshakalpge/soilph
substrate_network,/josealvesesteves/substrate-network
AusWineSales,/anudatascientist/auswinesales
tvmarketing_Dataset,/avish5787/tvmarketing-dataset
Data Wrangling,/ravikiran378/data-wrangling
Datasetcovidagustus,/cintaarsyikirana/datasetcovidagustus
ab_testing_examples_datasets,/ismailhakkiozcelik/ab-testing-examples-datasets
water quality dataset,/humphreychibesa/water-quality-dataset
Crime rate in India,/tanushagupta/crime-rate-in-india
SampleAdmitData,/msjass/admittest
Child_Marriage Data for All countres,/shitalgaikwad123/child-marriage-data-for-all-countres
Crime Propensity Prisoner Dataset,/benjamindavid03/crime-propensity-prisoner-dataset
Heart_csv,/annatshngryan/heart-csv
2021-06-26 UFC Contest JavoClown Submission,/javoclown/20210626-ufc-contest-javoclown-submission
2021-06-26 UFC Contest Dummy Submission,/mdabbert/20210626-ufc-contest-dummy-submission
2021-06-26 UFC Contest mdabbert Submission,/mdabbert/20210626-ufc-contest-mdabbert-submission
Social_network_ads,/zabir110islam/social-network-ads
Position_salary,/zabir110islam/position-salary
example,/mohamadrezaashori/example
iris_dataset,/codewithbharath/iris-dataset
submission1025,/kojunsu/submission1025
K-Means Clustering with Python,/mhxn1418/kmeans-clustering-with-python
candlestick_python_data.csv,/abhishekvaid19968/candlestick-python-datacsv
ThyroidCsv,/dilippuripuri/thyroidcsv
College Admission Data Set,/pandanup/college-admission-data-set
World Press Index (2019-2021),/jaykumar1607/world-press-index-20192021
Northern Ireland Covid 19,/konoam/northirlandnewcasesadmission
scotlandnewcasesadmission,/konoam/scotlandnewcasesadmission
Winter,/condro77/winter
Mall_Customers1,/dhiyamahdiyah/mall-customers1
Iris.csv,/snavaneethan/iriscsv
data_preprocess,/swatisharma17/data-preprocess
DATA tugas ML1 ,/rajendrandp/data-tugas-ml1
waldo_locations,/chopain/waldo-locations
SAT_Score,/kavitjigneshshah/sat-score
cupapimunyenyo,/fadilal28/cupapimunyenyo
google-trends-data-science,/haakakak/googletrendsdatascience
heart-dataset,/navjotco20536/heartdataset
Copa America Matches Since 2001,/mariofilho/copa-america-matches-since-2001
Brazilian aHUS cohort,/gustavomodelli/brazilian-ahus-cohort
Mario Kart 8 Deluxe in-game statistics,/marlowspringmeier/mario-kart-8-deluxe-ingame-statistics
Cereals Datasets,/homayoonkhadivi/customer-churn-prediction
US Yearly Electricity Consumption,/ashydv/us-yearly-electricity-consumption
Personality Study,/mlomuscio/personality-study
dummygreenscore,/hamishgunasekara/dummygreenscore
CLASSIFICATION: DECISION TREE CLASSIFIER,/syedtouqeer/classification-decision-tree-classifier
Smartphone use and Habit Analysis of Canada,/sanjayviswa/smartphone-use-and-habit-analysis-of-canada
Regional Macroeconomic data,/bibhabasumohapatra/us-regional-macroeconomic-data
"Sri Lankan Presidential Election Prediction, 2019",/praanj/srilankanpresidentialelectionprediction2019
Tulip-dataset,/vladislavvasiljev/tulipdataset
HurricaneInfo,/averyjackson/hurricaneinfo
SAT_GPA dataset,/riturajsingh99/sat-gpa-dataset
50_startupsDataset,/mwiert/50-startupsdataset
salary_dataset,/riturajsingh99/salary-dataset
Tips_dataset,/mejbahahammad/tips-dataset
Aspirin Data,/ukveteran/aspirin-data
Haberman ,/dinithasokan/haberman
Employee data ,/riturajsingh99/employee-data
csvFiles,/mohamadrezaashori/csvfiles
nexsus_val,/taiyoeg/nexsus-val
taiyo_val,/taiyoeg/taiyo-val
Students Grades On Study Time (regerssion),/adityanaranje/students-grades-on-study-time
IRIS Dataset,/eeshwarib/iris-dataset
Social_Network_,/akram24/social-network-
titanium machining,/rafsanrahat9/titanium-machining
Score data,/satoshisann/score-data
wine_data,/abrahamanderson/wine-data
Real or Not? NLP with Disaster Tweets Addings,/wrrosa/real-or-not-nlp-with-disaster-tweets-addings
heart-dataset,/yanghailong/heartdataset
Pokemon,/jaderlima/pokemon
List_of_European_countries_by_life_expectancy,/mathurinache/list-of-european-countries-by-life-expectancy
continents2,/deepthi21/continents2
comparing-algos-edited,/profammons/comparingalgosedited
Covid 19 in bangladesh till April 28,/sharifashik/covid-19-in-bangladesh-till-april-28
Country Codes,/yugandhar123/isoalpha2codes
duration school closure,/muhammadgusanwaakbar/duration-school-closure
Heart Disease-UCI,/mragpavank/heart-diseaseuci
Customers of Beauty Parlour - Time Series,/mohamedharris/customers-of-beauty-parlour-time-series
Optiver Realized Volatility Prediction Dataset,/yuzheni/optiver-realized-volatility-prediction-dataset
Student Career Information,/notadityakarn/student-career-information
Trials of Osiris Engagement,/lannaolson/trials-of-osiris-engagement
Gold and Silver Prices (2011-2018),/ambikakumar/gold-and-silver-prices-20112018
Olympic Games Tokyo 2020 Medals Per Country,/kdsharmaai/olympic-games-tokyo-2020-medals-per-country
Hand_gesture_reco,/akshatasurve/hand-gesture-reco
Egypt population from 1950 to 2018,/kareem3egm/egypt-population-from-1950-to-2018
Programming-languages,/alepuzio/programminglanguages
HEARTDISEASE,/bpforever/heartdisease
Centeral Assistence for state and union territory ,/venkata123/centeral-assistence-for-state-and-union-territory
Nilai Index NDVI,/sanskuy/nilai-index-ndvi
Padel_Tennis_World_Championship,/mathurinache/padel-tennis-world-championship
starbucks-menu-nutrition-drinks,/ashishpatel26/starbucks-menu-nutrition-drinks
Countrycontinent,/statchaitya/countrycontinent
Nutrient Deficient Leaves Dataset,/aditee24/nutrient-deficient-leaves-dataset
Consumer Price Index for All Urban Consumers,/larsen0966/consumer-price-index-for-all-urban-consumers
Pedometer Walking Data ,/ukveteran/pedometer-walking-data
consumer classification IE,/tanmoyie/consumer-classification
Bangladesh Online Classes Survey (KUET CSE 2k16),/anmspro/bangladesh-online-classes-survey-kuetcse16
Singapore Childcare Dataset,/extremelysunnyyk/singapore-childcare-dataset
DrugMortalityvsMarijuanaLegalStatus ,/dynamomagician/drugvsmarijuana
List_of_countries_by_smartphone_penetration,/mathurinache/list-of-countries-by-smartphone-penetration
Hiring Data for Linear Reg Multiple Variables,/sarthakniwate13/hiring-data-for-linear-reg-multiple-variables
startups,/pundirpreeti/startups
Demoing Double Quotes Problem,/pankrzysiu/demoing-double-quotes-problem
Heart Disease Prediction,/lasyaippagunta/heart-disease-prediction
rateDetails,/geetanjali1sharma/ratedetails
HaberCancer,/vishalgahlot/habercancer
Startups ,/riturajsingh99/startups
AVF-UnB,/mayaralima/avfunb
Pokemon,/jaderlima/pokemon
Gun ownership per country 2017,/arnavsharmaas/gun-ownership-per-country-2017
keyword-intent list for chatbot,/jkondek1/kw-list
CRM_data,/abilokesh7/crm-data
Top Selled Phones,/mathurinache/topselledphones
World Cup - Football,/komalkhetlani/world-cup-football
Singapore Historical Fertility Rate,/harveytan/singapore-historical-fertility-rate
Daily Home Internet Usage,/sanjeevgshrestha/daily-home-internet-usage
Hong Kong Rain Fall,/rameessahlu/hong-kong-rain-fall
events,/ashydv/events
Forex-events,/truehokage/forexevents
COVID-19 - FRANCE - Deaths,/alexandregeorges/covid19-france-deaths
population india census 2011,/deepakkaura/population-india-census-2011
BakeryBasket,/priy998/bakerybasket
Panamerican Medals,/javieroramas/panamerican-medals
50ulke,/erdemkaraahin/50ulke
married,/erdemkaraahin/married
UMTMVS,/wilderuni/umtmvs
African Countries Affected by Covid 19,/begangnthubu/african-countries-affected-by-covid-19
 Cancer Drug Data,/ukveteran/cancer-drug-data
India_Prison_Statistics_2018,/mkbamcspsgct/prison-statistics
International students in China,/mohaiminul101/international-students-in-china
IPL umpires by country,/subhodeepchandra/ipl-umpires-by-country
Cannabis Terpenes by smell,/stevepeters/cannabis-terpenes-by-smell
Adversiting,/erdemkaraahin/adversiting
Olympic Host Cities,/jonscheaffer/olympic-host-cities
Caribbean Cup Data,/victorcabral/caribbean-cup-data
Mall_Customers_data,/himayarlagadda/mall-customers-data
data-kasus-covid-19-bulan-agustus-tahun-2021,/dewinurhayati/datakasuscovid19bulanagustustahun2021
social netwok ads,/ayushish12/social-netwok-ads
Unemployment Rate - India,/shalukasinha/unemployment-rate-india
crash_data,/sebaxtian/crash-data
Wind-Data,/mathieulepage/winddata
Romania Average Monthly Earnings,/gpreda/romania-average-monthly-earnings
Marine fishes,/chaashvik/marine-fishes
Time Series and Forecasting Assignment,/aashvishah/time-series-and-forecasting-assignment
water level,/pantech/water-level
12 Days of Christmas,/llathrop/12-days-of-christmas
Irish Data,/selinraja/irish-data
Korean Instant Noodle Price History,/dev7halo/korean-instant-noodle-price-history
Indonesian Covid-19 Dataset,/sodolanangbjkatio/indonesian-covid19-dataset
dummy data,/cameronmcelfresh/dummy-data
Kotchandpur's Covid-19 Data Analysis,/mdadibhaque/kotchandpurs-covid19-data-analysis
iris_dataset,/sourav1997/iris-dataset
Vertebrate Data,/ukveteran/vertebrate-data
dummy_dataset_ama,/adamalessio/dummy-dataset-ama
TB Home applications,/mpwolke/cusersmarildownloadssoldierscsv
Lists_of_countries_by_mineral_production,/mathurinache/lists-of-countries-by-mineral-production
hhssame,/mawadahoor/hhssame
balance_datasets,/eranuragsingh/balance-datasets
ds-sds-hds,/mawadahoor/dssdshds
train labels,/elllco/train-labels
Pakistan's Top 100 TikTokers,/zusmani/pakistans-top-100-tiktokers
Pokemon Dataset with Stats,/ritesh2000/pokemon-dataset-with-stats
music2.csv,/roshanladdha/music2csv
Canada Covid-19 risk factors,/taos2000/canada-covid19-risk-factors
Codes delegation/gouvernorat/HASC Tunisia,/dhafer/codes-delegationgouvernorathasc-tunisia
CNS-Lability SCALE - Demographic data.,/mpwolke/cusersmarildownloadssclerosiscsv
Tokyo Olympics medals ,/ishikakesarwani/tokyo-olympics-medals
ClusteringData,/rajaatreja/clusteringdata
data preprocess,/itsparish/data-preprocess
Interferon-gamma,/mpwolke/cusersmarildownloadsinterferoncsv
Graduation,/jyotikumarrout/graduation
Customers_practice,/tonghui/customers-practice
LinkedIn Freelancer Survey Results,/alfiegrace/linkedin-freelancer-survey-results
Chemical Periodic Table Elements 👨‍🔬🔬🧫,/berkayalan/chemical-periodic-table-elements
The gender gap in science,/madagasygirl/the-gender-gap-in-science
Mall customer cluster,/rethik/mall-customer-cluster
Most Subscribed Beauty Youtubers,/mathurinache/mostsubscribedbeautyyoutubers
Country code and names,/leogenzano/country-code-and-names
A Dataset of Art and History Book Pruchases,/billbasener/a-dataset-of-art-and-history-book-pruchases
Superalloys,/edgedislocation/superalloys
Start_and_End_date,/aadajinkya8/data-1
dataset_descriptiveStatistics.csv,/omgavy/dataset-descriptivestatisticscsv
exchange-rate,/madagasygirl/exchangerate31122017
TamilNadu Road Accident 1993 - 2018,/mkbamcspsgct/tamilnadu-road-accident-1993-2018
energy_europe,/alexandremalgorn/energy-europe
People Hospitalized By Day  COVID-19  CDMX,/marioruizgonzalez/people-hospitalized-by-day-covid19-cdmx
Student's Sleep Data ,/ukveteran/students-sleep-data
6_3_extracted,/cameronmcelfresh/6-3-extracted
7-9-extension,/csroberts95/79extension
Lab_tat dataset,/riturajsingh99/lab-tat-dataset
shop data to predict face wash buy or not,/studymart/shop-data-to-predict-face-wash-buy-or-not
singapore_waster_mgmt,/mahaanand/singapore-waster-mgmt
Social_Network_data,/hayrnn/social-network-data
train favorita,/jomavera/train-favorita
chateau,/phamiltonhbs/chateau
MBAdata,/rohitrajkamble/mbadata
Cricket - Highest Score In ICC 2019 WorldCup,/nambidb/cricket-highest-score-in-icc-2019-worldcup
Abbreviations and Slangs for text preprocessing,/aksharagadwe/abbreviations-and-slangs-for-text-preprocessing
irirs 1,/utkisironman/irirs-1
purchaseandredemption,/cshlj199/purchaseandredemption
traffic_dataset,/mmmarchetti/traffic-dataset
temtem,/tianxiangchen/temtem
mill.csv,/karthikeyanak25/millcsv
TEC_survey,/markgoadrich/tec-survey
Wine Data Set,/samarjitghosh/wine-data
BRAIN-HSUB,/vigneshirtt/brainhsub
stationery_wholesale_csv,/akshaytopare/stationery-wholesale-csv
Saudia Aircraft Data,/tqkaggle/saudia-aircraft-data
seed_data,/tareqjoy/seed-data
commodities2,/akulasainadh/commodities2
HargaEstate,/syammultimedia/hargaestate
Machine Learning Student Mark Prediction,/hkhamnakhalid/machine-learning-student-mark-prediction
pueblosMagicos,/germanruzca/pueblosmagicos
WHO 2016 CNS Tumor Classifications,/researchnurse/who-2016-cns-tumor-classifications
Top 100 Spotify Songs - 2019,/reach2ashish/top-100-spotify-songs-2019
Mall_Coustomers,/sakibulhasanrony/mall-coustomers
Disability Statistics - United States - 2018,/michaelacorley/disability-statistics-united-states-2018
satf-Dateset,/khalednada/satfdateset
Market capital addition during pandemic,/parulpandey/market-capital-addition-during-pandemic
dataset_2,/khalednada/dataset-2
BuyerRatio dataset,/riturajsingh99/buyerratio-dataset
Marine_Revenue_VIPA,/bikomcmillan/marine-revenue-vipa
Customer_order dataset,/riturajsingh99/customer-order-dataset
Monthly Car Sales,/hugoherrera11/monthly-car-sales
presidents,/moresushil/presidents
log_data,/moresushil/log-data
Handball_at_the_Summer_Olympics,/mathurinache/handball-at-the-summer-olympics
Cutlet dataset,/riturajsingh99/cutlet-dataset
Fantaloons Dataset,/riturajsingh99/fantaloons-dataset
Sales of shampoo over a three year period,/guangningyu/sales-of-shampoo
Inauguração de Estações do Metrô-SP e da CPTM,/dsrdavi/inauguracao-de-estacoes-do-metrosp-e-da-cptm
opinion survey of attributes of customer(bank),/sanjaykr0/opinion-survey-of-attributes-of-bank
Association_Rules_Analysis,/aysunrs/association-rules-analysis
NCAA Men 538 team ratings,/raddar/ncaa-men-538-team-ratings
Canadian Bond Data,/artemnaida/canadian-bond-data
Loblaw Bond Data,/artemnaida/loblawbonds
Cyber Crime Motives - India 2013,/sunilkumarsv/indiacybercrimestats2013
Tori Amos songs,/agatagalecka/tori-amos-my-ranking
Zomato Share Prices (Jul 23 - Sept 07 2021),/gauravtopre/zomato-share-prices-jul-23-sept-07-2021
List_of_countries_by_body_mass_index,/mathurinache/list-of-countries-by-body-mass-index
SDPD Race Codes,/samsonqian/sdpd-race-codes
Ideal workspace location,/ahmedalghafri/ideal-workspace-location
Data for Lab 2,/manishvarma/data-for-lab-2
diarias,/larissaguder/diarias
report_card,/vaibhavdube99/report-card
Chances of Heart_Attack,/mkohli021/chances-of-heart-attack
Mobile Ads Datasets,/poulamibakshi/mobile-ads-datasets
DATASET BOTNET,/rahman10/dataset-botnet
cars_dataset,/rokobey/cars-dataset
Sri Lanka / U.S. Foreign Exchange Rate,/federalreserve/sri-lanka--u.s.-foreign-exchange-rate
brain tumor data,/priyasi/brain-tumor-data
Swing_States,/aman1py/swing-states
seed_data,/rajrpopat/seed-data
iris Data Set,/edwincaleb/iris-data-set
Best Selling Video Games,/rithikkotha/best-selling-video-games
 FOOTBALL EPL All TRANSFERS,/maithiltandel/football-epl-all-transfers
2016 Australia Census Data(income part),/huan1111/2016-aus-census
Internet and Computer Access,/sophiamacqueenpooler/internet-and-computer-access
iris-data-unsupervised,/mdadibhaque/irisdataunsupervised
config,/hpbarr/config
Support vector regression algorthm,/prasadkevin/support-vector-regression-algorthm
Screen time data,/sophiamacqueenpooler/screen-time-data
Ads Dataset,/truongkhanhduy/ads-dataset
CardioGoodFitness,/revathivm/cardiogoodfitness
fnasfuwdqwwqa,/yuzheni/fnasfuwdqwwqa
logdata,/jakariamd/logdata
Indian Road Analysis ,/salmanfaroz/indian-road
Fenerbahce Squad Database,/ozgurdogan646/fenerbahce-squad-database
Top 20 chess players 2000-2021 ,/medaxone/top-20-chess-ratings-20002021
Temperature Correlations,/giovannipilloni/temperature-correlations
flowerDataset,/ainhamizan/flowerdataset
tripdata,/jonahray/tripdata
Flowers-new,/kristinakrasteva/flowersnew
Calories_consumed dataset,/riturajsingh99/calories-consumed-dataset
toy-weight-height,/deepakkumargunjetti/toyweightheight
holacomo,/julieta13/holacomo
Keyword-Extraction,/vasug20/keyword-extraction
Percentage of Banks Reporting Stronger Demand,/federalreserve/percentage-of-banks-reporting-stronger-demand
Salesshopping,/thangnghv/salesshopping
International_rankings_of_Kazakhstan,/mathurinache/international-rankings-of-kazakhstan
International_rankings_of_Honduras,/mathurinache/international-rankings-of-honduras
Wheelchair_rugby_at_the_Summer_Paralympics,/mathurinache/wheelchair-rugby-at-the-summer-paralympics
SimplLinearRegression,/selvarajanitha/simpllinearregression
NBA MVPS and Their MVP Winning Season,/andrewharper/nba-mvps-and-their-mvp-winning-season
eating habits,/nikitamenon/eating-habits
Venezuelan diaspora from year 2000-2018,/vasquezivan23/venezuelan-diaspora-from-year-20002018
percent-of-men-and-women-using-social-mediaUSA,/valchovalev/percentofmenandwomenusingsocialmediausa
Valorant Champions Tour Stage 3: Masters Berlin,/arcticai/valorant-champions-tour-stage-3-masters-berlin
gotrack,/kolinalina/gotrack
Caesarean Section Classification,/amir75/caesarean-section-classification
Mergers_and_acquisitions,/mathurinache/mergers-and-acquisitions
lecture7,/rajen0/lecture7
Delivery,/anjali111996/delivery
Sales Dataset,/shubham47/sales-dataset
pima_diabetes2,/tsuyoshiosaka/pima-diabetes2
Superbowl History,/unicornethos/superbowl-history
Coronary heart disease,/omkarsantoshraut/coronary-heart-disease
Constellation-Data,/seandunlap/constellationdata
The percentage of using Programming Language,/waelr1985/the-percentage-of-using-programming-language
Fake Pizza Data,/ukveteran/fake-pizza-data
chatbot-dataset,/samadshaik/chatbotdataset
Haberman,/dharmendrakawasthi/haberman
PetrolPrices,/krishnagk/petrolprices
New York City population,/pcharambira/new-york-city-population
Bonos Dolar MEP,/juanfe/bonos-dolar-mep
six.csv,/fathima2000/sixcsv
siamik,/rifkyakhmadf/siamik
Automobile Dataset (changed),/premptk/automobile-data-changed
housing data,/prabin96/housing-data
Air Quality data set ,/sushantjhax/air-quality-data-set
mtcars,/anwariqbal/mtcars
AMDstock,/zhihangwu/amdstock
45bSNL,/atashnezhad/45bsnl
dodgers,/erlanwheeler/dodgers
CLASS DATA ,/lolafurniss/class-data
top50spotify,/sagittarius3/top50spotify
List_of_countries_by_GDP_-PPP-,/mathurinache/list-of-countries-by-gdp--ppp-
Breakaway,/pareshkadoo/breakaway
Metro Manila AADT and Lane-Kilometres (2009-2017),/manifoldpreacher/metro-manila-aadt-and-lanekilometres-20092017
List_of_Slovak_regions_by_GDP,/mathurinache/list-of-slovak-regions-by-gdp
List_of_Mexican_states_by_GDP_per_capita,/mathurinache/list-of-mexican-states-by-gdp-per-capita
List_of_countries_by_apple_production,/mathurinache/list-of-countries-by-apple-production
heart-disease-data,/nagavedareddy/heartdiseasedata
bseandusdinr,/sanketbanothe/bseandusdinr
Fish_dataset,/aditya301112/fish-dataset
Resonance in an LCR circuit (330 Ohm resistor),/mariyaboshar/resonance-in-an-lcr-circuit-330-ohm-resistor
iotsensors,/mujahedtrainer/iotsensors
DataSetexmp,/pratikshad/datasetexmp
emp231,/microtechnicalsolu/emp231
Simple Linear regression with 1 variable,/mohochirps/test123
Average Fuel Consumption,/antfarol/average-fuel-consumption
Variação_Transporte,/tecnologiamorpheus/variao-transporte
CORREC2021_COLUNAS,/tecnologiamorpheus/correc2021-colunas
chillis,/ranerjee/chillis
Auto Insurance,/ledarius/auto-insurance
Tespertama,/irishho/tespertama
Sales Data,/sophicist/sales-data
Home Electricity Consumption,/mohsinkhann/home-electricity-consumption
World_Timezone_dataset,/adnandodmani/world-timezone-dataset
Dataset for KNN First Hand Principles,/akalyasubramanian/dataset-for-knn-first-hand-principles
yearly,/jainmegha835/yearly
Clubhouse Games: 51 Worldwide Classics,/parrotypoisson/clubhouse-games-51-worldwide-classics
Czech Republic - COVID-19 daily cases,/juliasays/czech-republic-covid19-daily-cases
Micro Emini S&P 500 timeseries data,/vbloise/micro-emini-sp-500-timeseries-data
car driving risk(multiple variable),/latifuljoy/car-driving-riskmultiple-variable
Bollywood_actors_2010s,/anweshasaha/bollywood-actors-2010s
Salary Prediction Dataset,/shamiulislamshifat/salary-prediction-dataset
music artists by sales,/mathurinache/musicartistsbysales
Construtores - Formula 1,/kayoricardo/construtores-formula-1
cluster.csv,/rajendrashekhawat/clustercsv
Optiver BN Arcs,/johnoliverjones/optiver-bn-arcs
Incidence of Down's Syndrome in British Columbia,/ukveteran/incidence-of-downs-syndrome-in-british-columbia
Latin America GDP per Capita 1980-2020,/mathurinache/latinamericagdppercapita19802020
Countries- Plastic Pollution (2015),/loganalive/countries-plastic-pollution-2015
housing,/omarmagdy711/housing
Amazon Orders,/kumudgoswami/amazon-orders
Weight Data for Domestic Cats ,/ukveteran/weight-data-for-domestic-cats
Startup Trend 2020,/zabonpan/startup-trend-2020
Crohn's Disease,/ukveteran/crohns-disease
prakiraan cuaca DKI Jakarta bulan Januari 2018,/msf1203/prakiraan-cuaca-dki-jakarta-bulan-januari-2018
mtcars_data,/hamzatanc/mtcars-data
Cricket_World_Cup,/mathurinache/cricket-world-cup
Taylor Swift's albums,/margual56/taylor-swifts-disks
US States with and Without 5G with COVID-19 data,/z5091230/us-states-with-and-without-5g-with-covid19
Shampoo Sales 2001 - 2003,/dougcresswell/shampoo-sales-2001-2003
Adult_lifetime_cannabis_use_by_country,/mathurinache/adult-lifetime-cannabis-use-by-country
Registered Number of Vehicles  in the world,/krishcross/registered-number-of-vehicles-in-the-world
Book123,/gaurav9712/book123
tvmarketing dataset,/kenahyee/tvmarketing
wine features,/ayushish12/wine-features
Dataset for Decision Tree Classifier,/akalyasubramanian/dataset-for-decision-tree-classifier
Annual_cannabis_use_by_country,/mathurinache/annual-cannabis-use-by-country
Horticulture_Crops_India																	,/ankitkumar2635/horticulture-crops-india
APTOS 2019 Blindness Detection Preprocessing,/icebergi/aptos-2019-blindness-detection-preprocessing
salaray_data,/roshankajulkar/salaray-data
Train_and_test data,/muhammadshehzad1992/train-and-test-data
attendece Marks,/harshalchaudhari96/attendece-marks
Findata,/amealf/findata
UFC Fight Night: Figueiredo vs. Benavidez Bet Sub,/mdabbert/ufc-fight-night-figueiredo-vs-benavidez-bet-sub
UFC Fight Night: Figueiredo vs Benavidez Dummy Sub,/mdabbert/ufc-fight-night-figueiredo-vs-benavidez-dummy-sub
reemissing,/narendrasharma/reemissing
abcd467,/tanushabhati/abcd467
test_results,/lynnkong/test-results
monthly,/jainmegha835/monthly
The Price Is Right Big Wheel Spins,/parrotypoisson/the-price-is-right-big-wheel-spins
Insurance Dataset,/rashmiranu/insurance-dataset
PolynomialRegression,/ayoub007/polynomialregression
Mall_Customer,/walidbachri/mall-customer
dataset,/alex243/dataset
lwjknn,/yaddyrol1/lwjknn
Python_covid_cases_sample,/ratulpal/python-covid-cases-sample
Kawasaki Disease,/mpwolke/cusersmarildownloadskawasakicsv
Amazon e commerce data set,/gautamk175/amazon-e-commerce-data-set
