dataset name,url
headbrain-file,/navjotco20536/headbrainfile
Asus_Laptops_2020_Jun,/bhageshcodebeast/asus-laptops-2020-jun
HacettepeAI-LineerRegression,/winvoker/hacettepeailineerregression
Carbon emissions and population from 1961 to 2015 ,/rs45755/carbon-emissions-and-population-from-1961-to-2015
Heart_Attack_Prediction,/enlightenmente/heart-attack-prediction
Automobile dataset ,/ayyucek/automobile-dataset
Social Network Ads,/sash1563/social-network-ads
Caribbean Cup Data,/victorcabral/caribbean-cup-data
Ovary Cancer Data ,/ukveteran/ovary-cancer-data
Inmuebles en alquiler,/datamarket/inmuebles-en-alquiler
Soil Compositions,/ramakrishnanthiyagu/soil-compositions
covid19-za-cumulativetotals,/zakias/covid19zacumulativetotals
Child_Marriage Data for All countres,/shitalgaikwad123/child-marriage-data-for-all-countres
any random dataset,/adityasharma01/rsna-brain-tumor-submission
Social Network Ads,/aibuzz/social-network-ads
Iris_dataset,/susree64/iris-dataset
Dishonest Internet users Dataset Data Set,/analakeshava/dishonest-internet-users-dataset-data-set
Tokyo 2021 Olympic Games Medal Dataset,/aibuzz/tokyo-2021-olympic-games-medal-dataset
Dataset of Weight & Adipose Tissue,/abhishekmatkar/dataset-of-weight-adipose-tissue
Oakland City Boards & Commissions Contact List,/cityofoakland/oakland-city-boards-commissions-contact-list
Countries and codes,/roqeeb/countries-and-codes
Chicago Crime Portal data-updated,/priyanshu7/chicago-crime-portal-dataupdated
Data for 50 startups to predict profit,/tamalmondal/data-for-50-startups-to-predict-profit
50_Startups,/burakgven/50-startups
Indian Economical Data  1990 to 2019,/anujchavan/indian-economical-data-science-1990-to-2019
Tamil encoder.csv,/pranithchowdary/tamil-encodercsv
Titanic_survived_predict,/yuegu123/titanic-survived-predict
Addition,/priyang/addition
Titanic Dataset,/shravanbangera/output
rfm uas,/luckyrachmatsaputra/rfm-uas
Polynomial_Regression_Position_salaries,/arunabhagupta/polynomial-regression-position-salaries
python-vs-javascript,/mruanova/pythonvsjavascript
3D Printer Material Dataset,/vinaynomula/3d-printer-material-dataset
Titanic baseline: an all zeros csv file,/carlmcbrideellis/titanic-all-zeros-csv-file
IoT_Sensors.csv,/vtu10547/iot-sensorscsv
Mall_Customers.csv,/kondapuramshivani/mall-customerscsv
IrisDataset,/souravbhattacharya10/irisdataset
World T20 Cricket Ranking,/someetsingh/world-t20-cricket-ranking
Indian Women Rape & Molestation Dataset,/martandsay/indian-women-rape-molestation-dataset
College Admission Data Set,/pandanup/college-admission-data-set
Movies12,/gaurav9712/movies12
mydataset,/hitesh19/mydataset
testingdata1,/hitesh19/testingdata1
office supplies data,/naim99/office-supplies-data
USerData,/pranavpatole/userdata
US States with and Without 5G with COVID-19 data,/z5091230/us-states-with-and-without-5g-with-covid19
Drinks CSV,/cansky/drinks
Advertising Data,/kunalprompt/advertising-data
Democracy-Dictatorship_Index,/mathurinache/democracy-dictatorship-index
automobile_data,/devanshsood/automobile-data
State Wise Suicides India 2019,/saurabhshahane/state-wise-suicides-india-2019
Exam marks of two subject-classification pass/fail,/abhishekdhule/exam-marks-of-two-subjectclassification-passfail
PetrolPrices,/krishnagk/petrolprices
Shampoo Sales 2001 - 2003,/dougcresswell/shampoo-sales-2001-2003
SampleAdmitData,/msjass/admittest
keyword-intent list for chatbot,/jkondek1/kw-list
Formula 1 German Grandprix 2019 Race Day Data,/rimshadpcs/formula-1-german-grandprix-2019-race-day-data
Heart_Dataset,/reddynitin/heart-dataset
"Simple x, y, z co-ordinates",/shahin21/simple-x-y-z-coordinates
cars.csv,/leelatte/carscsv
Magic: The Gathering Core 2021 Card List,/harrysackers/magic-the-gathering-core-2021-card-list
modified Iris Dataset,/shivamm0di/modified-iris-dataset
Expat Insider 2017,/jej13b/expat-insider-2017
Anomaly detection dataset for beginners,/arunkumar1809/anomaly-detection-dataset-for-beginners
Cost and Demand,/parvezrh/cost-and-demand
80 Cereals: Nutrition data on 80 cereal products,/masoodhussain/80-cereals-nutrition-data-on-80-cereal-products
Growth Rate of USA from GDP values,/salmaneunus/us-gdp-growth-rate
Taylor Swift's albums,/margual56/taylor-swifts-disks
SellingPrinters,/christopherellsworth/sellingprinters
Nutrient Deficient Leaves Dataset,/aditee24/nutrient-deficient-leaves-dataset
file2.csv,/procas/file2csv
UCI Wine data,/satyamsundaram/uci-wine-data
Pakistan Covid-19 Deaths and Confirmed Cases,/muhammadimran112233/pakistan-covid19-deaths-and-confirmed-cases
India Covid-19 Deaths and Confirmed Cases,/muhammadimran112233/india-covid19-deaths-and-confirmed-cases
phone_prices,/oalharb0/phone-prices
Analysis of Vehicle data and accident prediction,/mediaearth/analysis-of-vehicle-data-and-accident-prediction
Maggi-Survey,/aayushijain25/maggisurvey
Real Estate price,/gauravduttakiit/real-estate-price
Inventory sales,/raleighlewis/inventory-sales
"Unemployment in Tunisia, 2014",/dhafer/unemployment-in-tunisia-2014
Bank data_Logistic Regression ,/sandeepgautam/bank-data-logistic-regression
KMeans clustering of income dataset ,/siddharthaborgohain/kmeans-clustering-of-income-dataset
datacovidagustus,/cintaarsyikirana/datacovidagustus
Hp Dataset,/klmsathishkumar/hp-dataset
SalaryDataCSV,/mustafatozlu/salarydatacsv
Social Network Ads,/jacekbruzdzinski/social-network-ads
Information security students'grades at university,/xucheng19991201/information-security-studentsgrades-at-university
Student Score Data,/dranshikasharma/student-score-dta
nationality-listcsv,/harrabiraouf/nationalitylistcsv
IRIS Data,/rajeevsharma993/iris-data
field_46_group.csv,/royvu12/field-46-groupcsv
submission_brain_tumor,/deepaa28/submission-brain-tumor
NCAA Men 538 team ratings,/raddar/ncaa-men-538-team-ratings
iris classification,/sachgarg/iris-classification
LGBT_rights_by_country_or_territory,/mathurinache/lgbt-rights-by-country-or-territory
Dataset for ANOVA Testing,/aviskumar/dataset-for-anova-testing
Claims data,/mrushan3/claims-data
uci arrythmia,/rony1612038/uci-arrythmia
Beer Production,/saadsikander/beer-production
Schizophrenia Data ,/ukveteran/schizophrenia-data
Diet_Anova,/krishnabalanagu/diet-anova
Fortnite: Battle Royale - Weapon Attributes,/jruots/fortnite-battle-royale-weapon-attributes
Crop Yield Prediction,/ayashabbar/crop-yield-prediction
Food Ratings,/tanushagupta/swiggy-ratings
coronavirus_data,/unicornx/coronavirus-data
Tori Amos songs,/agatagalecka/tori-amos-my-ranking
2020 Economic Data for Top 50 Nations (by GDP),/mauricedw22/economic-data-for-top-50-world-economies-by-gdp
Brawlhalla dataset,/patrickgomes/brawlhalla-dataset
covid toy dataset,/aibuzz/covid-toy-dataset
item with selling price,/spiritrtu/item-with-selling-price
World_Heritage_Sites_by_country,/mathurinache/world-heritage-sites-by-country
salaries,/deepinmind/salaries
DowJones30companies,/victoriamiller19/dowjones
Drug Detail Dataset,/harshavarshney/drug-detail-dataset
UPI Usage Statistics [Aug-16 to Feb-20],/lazycipher/upi-usage-statistics-aug16-to-feb20
Top 50 Turkish Songs on Spotify 2020,/dilaraahan/top-50-turkish-songs-on-spotify-2020
CDC Sugar Consumption 2003,/noahgift/cdc-sugar-consumption-2003
Transport Speed violation ,/sundarml/transport-speed-violation
flowerhistory,/ipythonx/flowerhistory
Oura Health Data analysis (one year period),/eljailarisuhonen/oura-health-data-analysis-one-year-period
Kmeans,/letsielts/kmeans
Mall_Customers,/sivaram1987/mall-customers
Tokyo Olympic Dataset,/rishabhchaturvedi1/tokyo-olympic-dataset
Automobile dataset for data cleaning,/cdbezz/automobile-dataset-for-data-cleaning
linearregressiondata,/isabellatobias/linearregressiondata
salary_data,/kapilsharmma/salary-data
corona bangladesh database (wide),/mhrahat/corona-bangladesh-database-wide
List_of_countries_by_mobile_banking_usage,/mathurinache/list-of-countries-by-mobile-banking-usage
AusWineSales,/anudatascientist/auswinesales
soilph,/sudamwageeshakalpge/soilph
Hand_gesture_reco,/akshatasurve/hand-gesture-reco
substrate_network,/josealvesesteves/substrate-network
Indian population (States),/sureshraj256/india-state-population
Data Wrangling,/ravikiran378/data-wrangling
IPL Auction 2021 Dataset,/thegreatcoder/ipl-auction-2021-dataset
Students scores,/alharbiomar/students-scores
Datasetcovidagustus,/cintaarsyikirana/datasetcovidagustus
ab_testing_examples_datasets,/ismailhakkiozcelik/ab-testing-examples-datasets
Us State Data,/salikhussaini49/state-data1
water quality dataset,/humphreychibesa/water-quality-dataset
The World’s 50 Best Restaurants,/mmayur/the-worlds-50-best-restaurants
submission1025,/kojunsu/submission1025
List of One Piece Bounties,/umeshkumar017/list-of-one-piece-bounties
candlestick_python_data.csv,/abhishekvaid19968/candlestick-python-datacsv
selected_data_from_covid_state policy database,/charliezimmerman/selected-data-from-covid-state-policy-database
Russia Investigation,/rishabhdhyani4/russia-investigation
State Trends in Childhood Well Being,/charliezimmerman/state-trends-in-childhood-well-being
Kids First State Health Data,/charliezimmerman/kids-first-state-health-data
Northern Ireland Covid 19,/konoam/northirlandnewcasesadmission
scotlandnewcasesadmission,/konoam/scotlandnewcasesadmission
Winter,/condro77/winter
Customer Cluster,/tohuangjia/customer-cluster
My First prediction,/reshmapatel/my-first-prediction
Titanic Ship,/iamisid/titanic-ship
GOOG Ticker stock data,/jamesbasker/goog-ticker-stock-data
Renewable Energy Generated in the UK,/louissg/renewable-energy-statistics
Standard country or area codes for statistical use,/willhl/unsd_world.csv
Average monthly salary After Taxes by Country,/zinovadr/average-monthly-salary-after-taxes-by-country
Maison,/shefalimangal/maison
Truck stopping time - simulated data,/avipython/truck-stopping-time-simulated-data
CVDs_Preprocessed,/hayricimen/cvds-preprocessed
1.02. Multiple linear regression,/behordeun/102-multiple-linear-regression
Cereals Datasets,/homayoonkhadivi/customer-churn-prediction
AutoML Google Trends data,/parulpandey/automl-google-trends-data
dummygreenscore,/hamishgunasekara/dummygreenscore
Poverty Rate Of Western Java --- for Data Science ,/i3farhanheit/poverty-rate-of-western-java-for-science-data
Consumer Price Index (CPI),/mohammedshammeer/consumer-price-index-cpi-jan-1960-jun-2021
stress in everyday life and importance of Yoga,/arya24/stress-in-everyday-life-and-importance-of-yoga
Cat vs. Dog Popularity in U.S,/valchovalev/cat-vs-dog-popularity-in-us
COVID-19_Kerala,/leosabraham/covid19-kerala
Heart_csv,/annatshngryan/heart-csv
2021-06-26 UFC Contest JavoClown Submission,/javoclown/20210626-ufc-contest-javoclown-submission
US Yearly Electricity Consumption,/ashydv/us-yearly-electricity-consumption
Commercial Credit Exposure by Counterparty Rating,/theworldbank/commercial-credit-exposure-by-counterparty-rating
example,/mohamadrezaashori/example
2021-06-26 UFC Contest mdabbert Submission,/mdabbert/20210626-ufc-contest-mdabbert-submission
2021-06-26 UFC Contest Dummy Submission,/mdabbert/20210626-ufc-contest-dummy-submission
Karate_World_Championships,/mathurinache/karate-world-championships
Social_network_ads,/zabir110islam/social-network-ads
Position_salary,/zabir110islam/position-salary
submission1025,/kojunsu/submission1025
Mall_Customers1,/dhiyamahdiyah/mall-customers1
Score data,/satoshisann/score-data
Real or Not? NLP with Disaster Tweets Addings,/wrrosa/real-or-not-nlp-with-disaster-tweets-addings
TreadmillUsers,/sanamps/treadmil-users
heart-dataset,/yanghailong/heartdataset
data_preprocess,/swatisharma17/data-preprocess
Iris.csv,/snavaneethan/iriscsv
IRIS Dataset,/eeshwarib/iris-dataset
DATA tugas ML1 ,/rajendrandp/data-tugas-ml1
waldo_locations,/chopain/waldo-locations
cupapimunyenyo,/fadilal28/cupapimunyenyo
SAT_Score,/kavitjigneshshah/sat-score
shopping-data,/qamarabbas408/shoppingdata
Religions vs GDP per Capita,/dimanjung/religions-vs-gdp-per-capita
iris Data Set,/edwincaleb/iris-data-set
Blood Transfusion,/foolishboi/blood-transfusion
google-trends-data-science,/haakakak/googletrendsdatascience
heart-dataset,/navjotco20536/heartdataset
air_quality,/fneitzel/air-quality
The gender gap in science,/madagasygirl/the-gender-gap-in-science
salary_dataset,/riturajsingh99/salary-dataset
Titanic:Machine Learning from disaster,/parimalbhalerao/titanicmachine-learning-from-disaster
Covid-19 Bangladesh,/mrfarhad/covid19-bangladesh
Tips_dataset,/mejbahahammad/tips-dataset
50_startupsDataset,/mwiert/50-startupsdataset
Country Codes,/yugandhar123/isoalpha2codes
Aspirin Data,/ukveteran/aspirin-data
csvFiles,/mohamadrezaashori/csvfiles
Goals and Assists in Football 2009-2021,/furkanerhan/goals-and-assists-in-football-20092021
Haberman ,/dinithasokan/haberman
Employee data ,/riturajsingh99/employee-data
www.kaggle.com/tanyildizderya/flights.csv,/tanyildizderya/wwwkagglecomtanyildizderyaflightscsv
nexsus_val,/taiyoeg/nexsus-val
taiyo_val,/taiyoeg/taiyo-val
LA_Air_Quality,/nelsondata/la-air-quality
NS201 S&P Assignment Data,/rajjain/ns201-sp-assignment-data
device_internet_availability,/charliezimmerman/device-internet-availability
chateau,/phamiltonhbs/chateau
Social_Network_,/akram24/social-network-
titanium machining,/rafsanrahat9/titanium-machining
Cricket_World_Cup,/mathurinache/cricket-world-cup
comparing-algos-edited,/profammons/comparingalgosedited
Salary Data,/sivaram1987/salary-data
Covid 19 in bangladesh till April 28,/sharifashik/covid-19-in-bangladesh-till-april-28
50_startsup_profits,/garesothmen/50-startsup-profits
us-data,/ashahrin/usdata
duration school closure,/muhammadgusanwaakbar/duration-school-closure
COVID 19 State Statistics as of 12/06/2020,/charliezimmerman/covid-19-state-statistics-as-of-12062020
Optiver Realized Volatility Prediction Dataset,/yuzheni/optiver-realized-volatility-prediction-dataset
HurricaneInfo,/averyjackson/hurricaneinfo
Gold and Silver Prices (2011-2018),/ambikakumar/gold-and-silver-prices-20112018
carsDataset,/saltukbugrakaracan/carsdataset
AgeSal for Scaling,/saptarsi/agesal-for-scaling
COVID-19 Cases in ICU (Malaysia),/maisarahmohamedpauzi/covid19-cases-deaths-in-icu-malaysia
CarDekho-Car price Prediction,/avish5787/cardekhocar-price-prediction
Delivery_time SLR dataset,/riturajsingh99/delivery-time-slr-dataset
HEARTDISEASE,/bpforever/heartdisease
SAT_GPA dataset,/riturajsingh99/sat-gpa-dataset
Centeral Assistence for state and union territory ,/venkata123/centeral-assistence-for-state-and-union-territory
Automobile_data,/abhisheknagmal/automobile-data
Covid-19 Turkey Daily Details Dataset,/birolemekli/covid19turkeydailydetailsdataset
Creeping Dataset csv,/dhyeydabhi/creeping-dataset-csv
data-kasus-covid-19-bulan-agustus-tahun-2021,/dewinurhayati/datakasuscovid19bulanagustustahun2021
Species Segmentation using Iris dataset,/smritisingh1997/species-segmentation-using-iris-dataset
Wind-Data,/mathieulepage/winddata
Grape Yield vs Avg Growing Season Temperature,/bartvh/grape-yield-vs-avg-growing-season-temperature
Hofstede's six-dimensions model of culture,/tarukofusuki/hofstedes-6d-model-of-national-culture
Predict the Estimated price of the hardware,/pailavinayamruth/predict-the-estimated-price-of-the-hardware
Automobile From California,/ahmedsmara/automobile-from-california
US COVID19 cases by date,/crained/us-covid19-cases-by-date
EPL2021_Games,/fabriziolucero/epl2021-games
HousingData-DecisionTree,/dhgupta/housingdatadecisiontree
Stanford Heart Transplant Data ,/ukveteran/stanford-heart-transplant-data
PlayGlof,/santhoshmirle/playglof
Ice_hockey_at_the_Olympic_Games,/mathurinache/ice-hockey-at-the-olympic-games
Inflasi,/elsaesitiya/inflasi
ucla graduate dataset,/subhash4696/ucla-graduate-dataset
Dialogues,/puneeth019/dialogues
Corruption_Perceptions_Index,/mathurinache/corruption-perceptions-index
Health habits of students ,/mdanish12/health-habits-of-students
train labels,/elllco/train-labels
hhssame,/mawadahoor/hhssame
balance_datasets,/eranuragsingh/balance-datasets
Rise and Spread of Islam,/mathurinache/riseandspreadofislam
Early stage diabetes risk prediction datasets,/singhakash/early-stage-diabetes-risk-prediction-datasets
gas_prices,/anuragshakya2005/gas-prices
Pokemon Dataset with Stats,/ritesh2000/pokemon-dataset-with-stats
crash_data,/sebaxtian/crash-data
Inmuebles en venta,/datamarket/inmuebles-en-venta
Pharmaceutical Companies,/mathurinache/pharmaceuticalcompanies
sneaker_release_data,/erickdcohen/sneaker-release-data
Salary dataset,/techwaker/salary-dataset
CNS-Lability SCALE - Demographic data.,/mpwolke/cusersmarildownloadssclerosiscsv
 Identifying Cell Nuclei from Histology Images,/sandhaya4u/histology-image-dataset
Simple Colors Dataset,/carlosaguayo/simple-colors-dataset
kc_house_data,/nutchayamind/kc-house-data
Sales Advertisment Simple LR,/hellbuoy/sales-advertisment
Top 100 Spotify Songs - 2019,/reach2ashish/top-100-spotify-songs-2019
mall customer relation,/ayushish12/mall-customer-relation
Labour Characteristics in Pakistan,/iffee6/labour-characteristics-in-pakistan
Disability Statistics - United States - 2018,/michaelacorley/disability-statistics-united-states-2018
exchange-rate,/madagasygirl/exchangerate31122017
energy_europe,/alexandremalgorn/energy-europe
PTT-Gossiping-Corpus,/zake7749/pttgossipingcorpus
Valorant Weapons,/equino/valorant-weapons-stats
Book123,/gaurav9712/book123
Pennsylvania Voter 2020 Data as of 11/9/2020,/mlanier/pennsylvania-voter-2020-data-as-of-1192020
People Hospitalized By Day  COVID-19  CDMX,/marioruizgonzalez/people-hospitalized-by-day-covid19-cdmx
6_3_extracted,/cameronmcelfresh/6-3-extracted
7-9-extension,/csroberts95/79extension
Civilization 5 Game AI Leader Behaviours,/abidinberkay/civilization-5-game-ai-leader-behaviours
dummy data,/cameronmcelfresh/dummy-data
play_tennis,/krishnagiri/play-tennis
Kotchandpur's Covid-19 Data Analysis,/mdadibhaque/kotchandpurs-covid19-data-analysis
iris_dataset,/sourav1997/iris-dataset
Vertebrate Data,/ukveteran/vertebrate-data
dummy_dataset_ama,/adamalessio/dummy-dataset-ama
TB Home applications,/mpwolke/cusersmarildownloadssoldierscsv
Lists_of_countries_by_mineral_production,/mathurinache/lists-of-countries-by-mineral-production
ds-sds-hds,/mawadahoor/dssdshds
Spanish Football League stats 2019-20,/pateldeep7799/spanish-football-league-stats-201920
Camera price compared dxomark score,/linxzy/camera-price-compared-dxomark-score
mpg data,/vedantmarathe98/mpg-data
Country code and names,/leogenzano/country-code-and-names
Breast Cancer,/marcorusse/breast-cancer
A Dataset of Art and History Book Pruchases,/billbasener/a-dataset-of-art-and-history-book-pruchases
Arctic Sea Ice (1979-2015) ,/ukveteran/arctic-sea-ice-19792015
Mall customer cluster,/rethik/mall-customer-cluster
Start_and_End_date,/aadajinkya8/data-1
dataset_descriptiveStatistics.csv,/omgavy/dataset-descriptivestatisticscsv
OECD Unemployment After 2000,/selensusuz/oecd-unemployment
Smoking Deaths Among Doctors,/ukveteran/smoking-deaths-among-doctors
shopping_datasets,/eranuragsingh/shopping-datasets
Pharmaceutical Companies,/fsadjadpour/pharmaceutical-companies
company_Sales,/suhasvs/company-sales
Breast cancer in U.S,/drisskaouthar/breast-cancer-in-us
Social Media Engagement Rate,/abbasmaria/social-media-engagement-rate
HeartDiseaseData,/dhgupta/heartdiseasedata
K-Means Clustering with Python,/mhxn1418/kmeans-clustering-with-python
Anemia_easyLevel,/medelbachirkhellaf/anemia-easylevel
Pyramid scheme - profit or loss,/pulkit21aug/pyramid-scheme-profit-or-loss
Monthly Milk Production Pounds,/pkmisra/monthly-milk-production-pounds
irirs 1,/utkisironman/irirs-1
purchaseandredemption,/cshlj199/purchaseandredemption
traffic_dataset,/mmmarchetti/traffic-dataset
EuCities,/yaxin153537/eucities
temtem,/tianxiangchen/temtem
TEC_survey,/markgoadrich/tec-survey
mill.csv,/karthikeyanak25/millcsv
BRAIN-HSUB,/vigneshirtt/brainhsub
stationery_wholesale_csv,/akshaytopare/stationery-wholesale-csv
Caesarean Section Classification,/amir75/caesarean-section-classification
Titanic-test-ready,/dedecu/titanic-test-ready
Prediksi harga mobil berdasarkan kecepatan kuda,/rakaumri31/prediksi-harga-mobil-berdasarkan-kecepatan-kuda
Wine Data Set,/samarjitghosh/wine-data
Titanic Survival dataset,/dev523/titanic-survival-dataset
Customers_practice,/tonghui/customers-practice
Advertising Budget and Sales,/saadsikander/advertising-budget-and-sales
fruits,/muhammadammarabid/fruits
Console Purchases,/mathurinache/consolepurchases
dataset_2,/khalednada/dataset-2
Customer_order dataset,/riturajsingh99/customer-order-dataset
Marine_Revenue_VIPA,/bikomcmillan/marine-revenue-vipa
Monthly Car Sales,/hugoherrera11/monthly-car-sales
presidents,/moresushil/presidents
log_data,/moresushil/log-data
Handball_at_the_Summer_Olympics,/mathurinache/handball-at-the-summer-olympics
Cutlet dataset,/riturajsingh99/cutlet-dataset
Fantaloons Dataset,/riturajsingh99/fantaloons-dataset
Lab_tat dataset,/riturajsingh99/lab-tat-dataset
singapore_waster_mgmt,/mahaanand/singapore-waster-mgmt
3 Diet comparison,/alexandercox1234/3-diet-comparison
train favorita,/jomavera/train-favorita
Forced Home Demolitions in Palestine (2004-2021),/zusmani/home-demolitions-in-palestine-20042021
Fuel Prices Delhi (2020-21),/rajatrc1705/fuel-prices-delhi-202021
Micro Emini S&P 500 timeseries data,/vbloise/micro-emini-sp-500-timeseries-data
brain tumor data,/priyasi/brain-tumor-data
Military Tanks Dataset,/antoreepjana/military-tanks-dataset
Olympic Games Hosts,/piterfm/olympic-games-hosts
Cricket - Highest Score In ICC 2019 WorldCup,/nambidb/cricket-highest-score-in-icc-2019-worldcup
Development Index,/paree24/development-index
Country socio-economic and health factors,/aakashpd96/country-socioeconomic-and-health-factors
Student Career Information,/notadityakarn/student-career-information
Data for Lab 2,/manishvarma/data-for-lab-2
diarias,/larissaguder/diarias
report_card,/vaibhavdube99/report-card
Association_Rules_Analysis,/aysunrs/association-rules-analysis
Mobile Ads Datasets,/poulamibakshi/mobile-ads-datasets
DATASET BOTNET,/rahman10/dataset-botnet
cars_dataset,/rokobey/cars-dataset
commodities2,/akulasainadh/commodities2
HargaEstate,/syammultimedia/hargaestate
Abbreviations and Slangs for text preprocessing,/aksharagadwe/abbreviations-and-slangs-for-text-preprocessing
FIFA World Cup 2018 Goals,/frankosikic/fifa-world-cup-2018-goals
BuyerRatio dataset,/riturajsingh99/buyerratio-dataset
Social_Network_data,/hayrnn/social-network-data
Heart_disease,/suhasvs/heart-disease
Valheim Food Dataset,/ljvmiranda/valheim-food-dataset
PFE_financial_statements,/mengyuanemmm/pfe-financial-statement
satf-Dateset,/khalednada/satfdateset
Screen time data,/sophiamacqueenpooler/screen-time-data
Nuclear warheads,/mathurinache/nuclearwarheads
Ads Dataset,/truongkhanhduy/ads-dataset
CardioGoodFitness,/revathivm/cardiogoodfitness
logdata,/jakariamd/logdata
fnasfuwdqwwqa,/yuzheni/fnasfuwdqwwqa
Cleveland Clinic Foundation Heart Disease,/alexisbcook/cleveland-clinic-foundation-heart-disease
WEO2020-Electricity-access-database,/raunakingcoder/weo2020electricityaccessdatabase
Canadian Bond Data,/artemnaida/canadian-bond-data
Loblaw Bond Data,/artemnaida/loblawbonds
Cyber Crime Motives - India 2013,/sunilkumarsv/indiacybercrimestats2013
renewable in europe,/alexandremalgorn/renewable-in-europe
Mumbai Weather dataset,/ditsme/mumbai-weather-dataset
Two Letter US State Codes ,/antgoldbloom/two-letter-us-state-codes
Microsoft Stock News,/bayunova/microsoft-stock-news
Zomato Share Prices (Jul 23 - Sept 07 2021),/gauravtopre/zomato-share-prices-jul-23-sept-07-2021
Brazilian aHUS cohort,/gustavomodelli/brazilian-ahus-cohort
Chances of Heart_Attack,/mkohli021/chances-of-heart-attack
List_of_countries_by_body_mass_index,/mathurinache/list-of-countries-by-body-mass-index
SDPD Race Codes,/samsonqian/sdpd-race-codes
Candidate hiring salary,/dhanonjoyhowlader/candidate-hiring-salary
Covid-19 Vaccines and Cases Dataset State wise,/gauravtopre/covid19-vaccines-and-cases-dataset-state-wise
Obesity Race - Latam and Caribbean,/julianhorvath/obesity-race-latam-and-caribbean
Wine.csv,/kollidatta/winecsv
Facial keypoints,/pcminers/fpoints
Heart Disease-UCI,/mragpavank/heart-diseaseuci
config,/hpbarr/config
gotrack,/kolinalina/gotrack
organizations and countries,/srishti280992/organizations-and-countries
Montreal Street Parking,/mnabaee/mtlstreetparking
fraud_detection,/sergeyskuratov/fraud-detection
European Time Use,/yuchendai/european-time-use
Indian Railway Schedule Dataset,/dhanashrishirsath/railyatri-railway-schedule-dataset
Lung Capacity,/aakashmisra/lung-capacity
Sri Lanka / U.S. Foreign Exchange Rate,/federalreserve/sri-lanka--u.s.-foreign-exchange-rate
2016 Australia Census Data(income part),/huan1111/2016-aus-census
Support vector regression algorthm,/prasadkevin/support-vector-regression-algorthm
Internet and Computer Access,/sophiamacqueenpooler/internet-and-computer-access
iris-data-unsupervised,/mdadibhaque/irisdataunsupervised
seed_data,/rajrpopat/seed-data
Advertisement Data Set ,/satyambhatta/advertisement-data-set
Flipkart Smartphones Dataset,/amalrda/flipkart-smartphones-dataset
SalaryCSV,/alifrahman/salarycsv
Auto Insurance in Sweden,/sunmarkil/auto-insurance-in-sweden
economic-decline-in-the-second-quarter-of-2020,/valchovalev/economicdeclineinthesecondquarterof2020
Students Data,/muhammadrazeenbari/students-data
Seismic activity,/yuriykozhev/seismic-activity
Temperature Correlations,/giovannipilloni/temperature-correlations
Gender Health Tunisia,/zohrarezgui/gender-health-tunisia
Cigarette Consumption Data,/ronny2021/cigarette-consumption-data
Flowers-new,/kristinakrasteva/flowersnew
toy-weight-height,/deepakkumargunjetti/toyweightheight
Calories_consumed dataset,/riturajsingh99/calories-consumed-dataset
tripdata,/jonahray/tripdata
flowerDataset,/ainhamizan/flowerdataset
covid19_30March,/rohandeysarkar/covid19-30march
Deep Learning Framework Scores Updated,/discdiver/dlfsu
Türkiye_Sağlık_TUİK,/abdulkerimnee/trkiye-salk-tuik
International_rankings_of_Azerbaijan,/mathurinache/international-rankings-of-azerbaijan
IIHF_World_Ranking,/mathurinache/iihf-world-ranking
Insurance Dataset,/rashmiranu/insurance-dataset
Tokyo Olympics medals ,/ishikakesarwani/tokyo-olympics-medals
Car Price Estimation,/lokkagle/car-price-estimation
Optiver BN Arcs,/johnoliverjones/optiver-bn-arcs
housing,/omarmagdy711/housing
50_Startups,/zly1129/50-startups
tips.csv,/darwinrabi/tipscsv
Arrest Data,/tunguz/arrest-data
cloud dataset,/mathurinache/cloud-dataset
World countries income class (2020),/hamzael1/world-countries-income-class-2020
U.S. Hybrid and Electric Sales 1999-2015,/wandernat/us-hybrid-and-electric-sales-19992015
UPI Trend basis Demontization and corona,/anishreddyindupuru/upi-trend-basis-demontization-and-corona
Watermelon Datasets,/swimmingwhale/watermelon-datasets
Fear Study,/mlomuscio/fear-pilot
Infertility after Spontaneous and Induced Abortion,/ukveteran/infertility-after-spontaneous-and-induced-abortion
annual-deforestation 2021,/valchovalev/annualdeforestation-2021
List_of_countries_by_Internet_connection_speeds,/mathurinache/list-of-countries-by-internet-connection-speeds
Student Loans Owned and Securitized,/federalreserve/student-loans-owned-and-securitized
samsung-stock-data,/wonjunpark/201907202007samsungelectronicsstock-data
lecture7,/rajen0/lecture7
Chemical Composition of Ceramic Dataset,/prakharpradhan03/chemical-composition-of-ceramic-dataset
wine features,/ayushish12/wine-features
Behavioural and Plumage Characteristics of Ducks,/ukveteran/behavioural-and-plumage-characteristics-of-ducks
Nonsurgical Procedures,/mpwolke/cusersmarilonedrivedocumentosnonsurgcsv
Lectures & Tutorials,/adnanzaidi/lectures-tutorials
50_Startups,/suman10586/50-startups
APTOS 2019 Blindness Detection Preprocessing,/icebergi/aptos-2019-blindness-detection-preprocessing
salaray_data,/roshankajulkar/salaray-data
Train_and_test data,/muhammadshehzad1992/train-and-test-data
Food App Data,/joshisumit01/food-app-data
attendece Marks,/harshalchaudhari96/attendece-marks
Findata,/amealf/findata
UFC Fight Night: Figueiredo vs Benavidez Dummy Sub,/mdabbert/ufc-fight-night-figueiredo-vs-benavidez-dummy-sub
